type,resource_type,resource_status,recommendation,tags,expected_duration,locale,name,creator,description,thumbnail,link,online_link,registration_link,event_address,date_from,date_to
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,"Pourquoi Dieu, Parfois, Ne Stoppe Pas Les Plans De L’ennemi ?",Ecole Destinée,"Quand on traverse des difficultés, on souhaiterait que Dieu les arrête, et Il le fait parfois. Mais parfois, Il ne le fait pas, pourquoi ? Quelles sont les raisons qui poussent Dieu, à ne pas stopper les plans de l’ennemi ? Ce plan va te donner des principes et des clés utiles pour t’aider à interpréter le plan de Dieu pour ta vie et les circonstances du moment présent.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29888%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/29888-pourquoi-dieu-parfois-ne-stoppe-pas-les-plans-de,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,fr,Dieu Est...,Association Evénementielles,8 jours pour découvrir les attributs de Dieu,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32359%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/32359-dieu-est,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,fr,Vaincre les Difficultés,Paris Centre Chrétien,Testé et éprouvé pour être approuvé par Dieu : telle est la phase de désert par laquelle tout chrétien passe.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35084%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/35084-vaincre-les-difficultes,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Comment Devenir Un Canal De Bénédiction ?,IC News,"Le but de ce plan est de vous aider à devenir un canal de bénédiction. Dieu est amour et à travers vous, il veut aussi aimer toutes les personnes de votre entourage. Êtes-vous prêt(e) à recevoir les clés pour refléter la lumière de Christ ? ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F13515%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/13515-comment-devenir-un-canal-de-benediction,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Trouver la paix,meditatio.app,"Tout la bible l’affirme avec force : Dieu accorde sa paix à son peuple. A toi aussi, Dieu veut te donner sa paix, profonde et durable. Laisse-toi guider, ouvre-lui ton coeur, fais-lui confiance !",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F51747%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/51747-trouver-la-paix,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Ta Constance Te Fait Grandir !,IC News,Tu te trouves plutôt du style constant ou inconstant ? Vas-tu jusqu’au bout de tes objectifs avec fermeté ou manques-tu de cohérence dans tes projets ? Dieu te donne ses précieuses promesses pour qu’elles soient le carburant de ta vie spirituelle. Alors viens découvrir la dynamique céleste qui est cachée dans une marche chrétienne remplie de constance et de prière. l Christian Misch,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34990%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/34990-ta-constance-te-fait-grandir,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,fr,Puisez votre force en Dieu,David Théry,"Dans les moments de désespoir, il peut sembler que tout est perdu. Pourtant, même au creux de la nuit la plus sombre, il y a une lumière qui nous guide. Découvrez comment puiser en Dieu la force de surmonter les épreuves, de récupérer ce qui a été volé par l'ennemi, et de transformer la douleur en victoire par la foi.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F57388%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/57388-puisez-votre-force-en-dieu,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,fr,4 cadeaux de Dieu pour votre Noël,Joyce Meyer Ministries,"Les fêtes de fin d'année sont une période joyeuse, pleine d'amour, rythmée par les moments en famille, avec les amis, les belles décorations et les bons repas. Cependant, nous savons qu’elles peuvent aussi être épuisantes et sources de stress. Alors pourquoi ne pas faire une pause et se concentrer sur ce qui compte vraiment pendant cette période ?   Ce plan de lecture de l'Avent en quatre parties est conçu pour vous aider à vous plonger plus profondément dans la véritable signification de Noël, avec un sentiment d’attente joyeuse des plus précieux cadeaux de Dieu !",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F53006%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/53006-4-cadeaux-de-dieu-pour-votre-noel,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,fr,BibleProject | Le penchant de Dieu pour la justice,BibleProject,Ce plan de lecture vous donnera un aperçu de la justice biblique et vous montrera comment les disciples de Jésus doivent rechercher la justice de nos jours.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F33782%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/33782-le-penchant-de-dieu-pour-la-justice,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,fr,Pâques une espérance incomparable,Ecole Destinée,"Pâques, un moment où Dieu bouleverse le cours de l’humanité. À ce moment, Dieu fait homme, Jésus-Christ triomphe de la mort. À ce moment, Il scelle une nouvelle alliance, éternelle et pleine de merveilleuses promesses. À ce moment, Il choisit de tourner la page de nos erreurs et de notre passé. Plonge dans ce plan pour explorer ce message d'amour et de rédemption que Le Seigneur a préparé pour toi.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F56622%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/56622-paques-une-esperance-incomparable,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Sortir De La Solitude,IC News,Ce plan a pour but de vous aider à avancer chaque jour avec l’assurance que Jésus est à vos côtés. Il veut être cet ami en qui vous vous confiez et sur lequel vous pouvez compter en tout temps. Nous vous proposons un parcours en 6 jours pour vous aider à sortir de toute forme de solitude.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F14303%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/14303-sortir-de-la-solitude,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Bonne journée !,TopChretien,"Ce plan est une sélection de messages encourageants et édifiants tirés du message quotidien de Stéphane Quéry ""Bonne journée"" sur le Top Chrétien.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F17951%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/17951-bonne-journee,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,Nouvelle Année - Au-Delà Des Résolutions,Église Nouvel Impact,"Chaque année, nous sommes nombreux à prendre des résolutions pour le Nouvel An, espérant améliorer notre vie, notre caractère ou notre relation avec Dieu. Pourtant, beaucoup de ces résolutions échouent, nous laissant souvent frustrés ou découragés. Ce plan de lecture explore cinq vérités bibliques sur nos limites humaines et le besoin fondamental de dépendre de Dieu pour une véritable transformation. Plutôt que de s’appuyer sur notre propre force, ce plan nous invite à voir nos résolutions comme un rappel de notre besoin constant de Jésus.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F53521%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/53521-nouvelle-annee-au-dela-des-resolutions,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,fr,Continuez d'avancer !,David Théry,"Une des bonnes nouvelles de l’Évangile, c’est que notre vie peut changer, peu importe comment elle a commencé. Votre identité n’est pas définie par votre passé. Jésus vient à votre secours, vous pouvez reprendre la route, continuer de marcher dans la vallée de l’ombre de la mort et en sortir.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F20025%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/20025-continuez-davancer,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,fr,La puissance de la gratitude 3/3,meditatio.app,"Découvre sans attendre cette troisième série sur la gratitude. Cette fois-ci, tu es invité à grandir dans la gratitude pour ce que tu es, car OUI, tu peux vraiment t’aimer tel que tu es et être reconnaissant d’exister ! ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50358%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/50358-la-puissance-de-la-gratitude-33,,,,,
resource,reading_plan,,9,,16,,,,,,,,,,,
,,,,,,fr,16 jours pour trouver le plan de Dieu pour votre vie,Derek Prince Ministries,"« Comment puis-je trouver le plan de Dieu pour ma vie ? » Chacun s¹est posé cette question au moins une fois après sa conversion. C’est une question essentielle. De façon claire et caractéristique, Derek Prince nous entraîne à saisir la pensée de Dieu afin de connaître notre place dans l’Eglise, le Corps de Christ.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F20080%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/20080-16-jours-pour-trouver-le-plan-de-dieu-pour-votre,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,fr,Développer Les Vertus Chrétiennes,Ministério Chama," Ce dévotionnel aborde l'importance de la vertu, de la connaissance, de la maîtrise de soi, de la persévérance, de la piété, de la fraternité et de l'amour. Apprenez à éviter la cécité spirituelle et à fortifier votre âme. Embarquez dans ce voyage de transformation et découvrez comment développer une relation plus profonde avec Dieu et vivre une vie fructueuse.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50751%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/50751-developper-les-vertus-chretiennes,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Dieu Te Renouvelle Chaque Jour !,IC News,"Tu en as marre de la routine, de ton train-train quotidien ? Ta vie t’ennuie-t-elle ? Dieu fait toutes choses nouvelles. En Lui, tu as l’opportunité de voir ta vie être renouvelée ! Dans ce plan, je t’invite à te pencher sur le renouveau que nous pouvons trouver en Jésus, et découvrir des clés qui t’aideront à le vivre dans tous les domaines. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34887%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/34887-dieu-te-renouvelle-chaque-jour,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Soyons reconnaissant,Sociedade Bíblica do Brasil,"Plan de lecture de la Bible pour célébrer l'action de grâce.   Le jour de l'action de grâce est proche! Tout a débuté au 17ème siècle dans les familles américaines aux États-Unis. Ces dernières décidèrent de mettre férié le quatrième jeudi du mois de novembre pour remercier Dieu pour toutes ses bénédictions quotidiennes. L'action de grâce s'est répandue dans d'autres pays. En général les chrétiens, leurs familles, les églises et leur dénomination viennent tous ensemble pour remercier le Seigneur. La Parole de Dieu nous enseigne et nous encourage à être reconnaissant. Alors soyez prêt à célébrer le jour de l'action de grâce, et suivre ce plan de lecture de la Bible. Que le Seigneur vous accompagne dans la lecture de sa Parole!   Ce plan de lecture de la Bible est également disponible en espagnol, anglais et portugais.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F9347%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/9347-soyons-reconnaissant,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,La Clé Pour Une Foi Profonde,Paris Centre Chrétien,"Qu'est-ce que la foi? Sais-tu qu’elle se cultive? La foi est un ingrédient essentiel de ta marche avec Dieu. Hébreux 11:6 nous le dit très bien. Sans la foi, il est impossible d'être agréable à Dieu. Il te faut donc comprendre ce qu'est la foi et comment la cultiver. Avec des gestes et actions quotidiennes, ta foi grandira et s'épanouira.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48665%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/48665-la-cle-pour-une-foi-profonde,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,fr,Qui va Au Paradis ?,Tu Iglesia,"Découvrez dans cette dévotion, du pasteur Pablo Mora, qui est choisi pour entrer au paradis. Explorez la foi, le salut et la vie en Christ. Réfléchissez à la façon dont nos actions reflètent notre foi et notre engagement envers Dieu. Cette réflexion profonde nous incitera à renforcer notre relation avec Dieu et à marcher vers la vie éternelle. Ne le manquez pas, votre âme vous remerciera !",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48430%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/48430-qui-va-au-paradis,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Espoir Dans Des Temps Difficiles,Compassion Schweiz,"Les gens ont besoin d'espoir. A défaut, le quotidien est morne et vide. Mais avec lui, les jours les plus sombres sont illuminés par la certitude que Jésus percera les ténèbres. Les personnes qui vivent dans la pauvreté font l'expérience de l'obscurité, mais elles nous transmettent souvent un puissant message d'espoir. Viens avec nous pour un voyage de sept jours au cours duquel tu seras inspiré par une espérance renouvelée! ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F36307%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/36307-espoir-dans-des-temps-difficiles,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,fr,La Promesse du Paradis,Taking the Field,"Cette lecture est basée sur l’histoire de trois individus qui sont sur le point de mourir. C’est un sujet qui n’est pas attrayant, mais huit paroles de Jésus ont apporté « La Promesse du Paradis »  et ont tout changé.    L’auteur, PJ Meduri, est le fondateur du ministère « Taking the Field ». Il parle d’une promesse  de Dieu,  qui nous aime et veut que nous le connaissions.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F46141%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/46141-la-promesse-du-paradis,,,,,
resource,reading_plan,,9,,31,,,,,,,,,,,
,,,,,,fr,Réflexions Sur La Justice,The Salvation Army International,"Une série de réflexions quotidiennes sur la justice, écrites par des femmes du monde entier de l’Armée du Salut.  Les questions de justice sociale sont au premier plan de nos préoccupations aujourd’hui. Cette collection de réflexions sur la justice sociale est écrite par des femmes du monde entier qui ont la passion et le désir d’aider les autres au nom du Christ. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F52082%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/52082-reflexions-sur-la-justice,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,Courir Avec Persévérance,Ministério Chama,"Dans ""Courir avec Persévérance,"" nous comparons notre parcours chrétien et la vie spirituelle à un marathon. Ce dévotionnel de cinq jours met l'accent sur la discipline, l'entraînement spirituel et la concentration sur Jésus, renforçant notre foi et notre détermination. Rejoignez-nous dans cette course de foi, en croissant dans la prière, l'étude de la Bible et le service.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48534%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/48534-courir-avec-perseverance,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,À l’aide ! Ma vie doit changer !,Hillsong Church,"Faîtes-vous face à quelque chose dans votre vie où vous vous dîtes : « Il faut que ça change ! » ? Croyez-vous que votre vie peut vraiment changer ? Vous n’êtes pas condamné à rester comme vous êtes. Dieu est le Dieu du changement et de la transformation. Il peut changer votre vie et faire ressortir le meilleur de vous. Brian Houston, vous montre, pas à pas, comment vous y prendre et par où commencer pour que vos convictions prennent le dessus et vous permettent de changer.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F10844%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/10844-aidez-moi-jai-besoin-de-changer-ma-vie,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,fr,Jésus: Le Tueur De La Mort,Ramesh Richard Evangelism and Church Health,"Passer six jours avec le Dr Ramesh Richard, président de RREACH (un ministère de la proclamation mondiale) et professeur au Dallas Theological Seminary, alors qu’il explore l’œuvre du Christ en tant que Tueur de la mort. Bien que la mort physique soit une réalité pour nous tous, il y a de l’espoir—la vie éternelle au nom de Jésus. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32789%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/32789-jesus-le-tueur-de-la-mort,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,fr,Soyez des Encourageurs !,TopChretien,"Ces quelques textes de divers auteurs sont là pour vous encourager à croire en vous, en votre valeur, en vos capacités et à croire en celui qui vous a créé et qui vous regarde avec amour !",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50730%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/50730-soyez-des-encourageurs,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Les Béatitudes : Dieu Veut Te Rendre Heureux !,IC News,"As-tu déjà entendu parler des Béatitudes qui sont dans la Bible ? Certainement ! Dans ce monde, beaucoup de situations et d’ennemis spirituels cherchent à voler toutes les promesses que Dieu nous a données. Mais Dieu a tout prévu car Il veut te rendre heureux ! Dans ce plan, viens examiner avec moi les solutions cachées dans les béatitudes, avec une perspective nouvelle et renouvelée.   Christian Misch",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F34941%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/34941-les-beatitudes-dieu-veut-te-rendre-heureux,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,La Lumière,Who Am I?,"Dans le Mandat Missionnaire, Jésus nous dit d'aller faire de toutes les nations des disciples. Mais comment un disciple de Jésus peut-il faire des disciples ? Ce plan de lecture donne un cadre biblique pour la manière dont les croyants enseignent aux autres à obéir à tout ce que Jésus a ordonné, à la fois dans leur marche personnelle avec lui et avec une communauté de croyants.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48210%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/48210-la-lumiere,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,La Bataille Appartient Au Seigneur,GlobalRize,"Il y a une bataille spirituelle entre Dieu et satan (voir le plan de lecture ""La grande bataille"". Il y a aussi beaucoup de guerres et de batailles entre les humains. Et parfois, il existe un lien évident entre les deux. Ce plan de lecture couvre plusieurs histoires bibliques concernant des batailles terrestres dans lesquelles le Seigneur était clairement impliqué.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F57624%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/57624-la-bataille-appartient-au-seigneur,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,Les Signes Du Retour De Jésus,CfaN Christ For All Nations,"Les signes que Jésus a décrits comme étant les « douleurs de l’enfantement » annoncent Son retour imminent, car ils se déroulent et façonnent l’histoire. Comme les douleurs de l’accouchement, dont la force et la fréquence augmentent, ils annoncent à la fois la fin d’un âge et la naissance d’un autre âge – une ère glorieuse où le Roi des rois gouverne physiquement sur le monde.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29118%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/29118-les-signes-du-retour-de-jesus,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,fr,La plus grande décision de votre vie!,"Twenty20 Faith, Inc.","La plupart des décisions de la vie concernent quelque chose. Cependant, un seul compte le plus. Si vous cherchez un guide simple pour une compréhension aprofondie de cette décision extraordinaire - le don gratuit du salut de Dieu - commencez ici. Tiré du livre, ""Out of this World; A Christian’s Guide to Growth and Purpose"" par David J. Swandt.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F4129%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/4129-la-plus-grande-decision-de-votre-vie,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,fr,La Bible parle-t-elle d'écologie ?,SEL France,"La Bible parle d'écologie ? La question peut vraiment surprendre ! Après tout, la crise écologique que nous traversons résulte de causes qui ont moins de 200 ans.  Dans sa Parole pourtant, Dieu nous parle du rapport entre l'homme et la nature, ainsi que du rapport entre l'homme et son prochain. Nous verrons que ces deux relations impliquent que, tout chrétien connaissant ces problématiques environnementales, devrait avoir une attitude éco-responsable.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F15732%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/15732-la-bible-parle-t-elle-decologie,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,Prisonniers de l’espérance,Scripture Union,"L'appel au peuple de l'alliance de Dieu, dans Zacharie 9.12, « Retournez à la forteresse, prisonniers pleins d'espérance ! », est le verset clé de cette série. L'espoir proclamé par Zacharie est l'espoir en Dieu en tant que roi, une espérance qui découle du fait qu'il est venu habiter avec nous et que l'alliance entre Dieu et son peuple sera restaurée. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48213%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/48213-prisonniers-de-lesperance,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,fr,Créé pour être en communauté,CV North America,"Cette étude examinera le dessein originel de Dieu pour la communauté, comment il nous rencontre dans notre solitude, et comment il nous en libère.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F15605%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/15605-cree-pour-etre-en-communaute,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,Vaincre La Dépression,Église Nouvel Impact,"""Vaincre la dépression"" n'est pas qu'un titre, c'est une réalité que Dieu veut te faire découvrir. Si tu traverses des moments de tristesse ou de doute, ce plan de 5 jours t'accompagne vers la lumière et la force que seule la résurrection de Jésus peut offrir. Chaque jour, médite sur des vérités bibliques et découvre comment Dieu agit même dans tes ténèbres. Ce plan n'est pas juste un outil pour surmonter la dépression, mais c'est un canal pour t’amener vers une transformation et une guérison spirituelle.  ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F51397%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/51397-vaincre-la-depression,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,fr,"VIVRE UN MAUVAIS JOUR,  MAIS AVEC DIEU",Jesus.net,"Parfois, nous avons l’impression que Dieu n’est pas là et qu’Il ne prend pas soin de nous… Alors quand nous vivons une mauvaise journée, décidons de la vivre avec la perspective de Dieu ! Venez découvrir comment.   Bruno Picard",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F18295%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/18295-vivre-un-mauvais-jour-mais-avec-dieu,,,,,
resource,reading_plan,,9,,9,,,,,,,,,,,
,,,,,,fr,La vie d’Élie : la foi dans le Dieu vivant,Enduring Word,"Le prophète Élie était un homme ordinaire, mais sa foi était remarquable. Il priait de grandes prières et Dieu les exauçait. Bien qu’il ait été témoin de la provision miraculeuse de Dieu et qu’il ait entendu sa voix, Élie a également connu le doute et le désespoir. Ce plan de neuf jours, réalisé par David Guzik, vous encouragera à suivre l’exemple d’Élie et à faire confiance au Dieu vivant.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F37301%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/37301-la-vie-delie-la-foi-dans-le-dieu-vivant,,,,,
resource,reading_plan,,9,,6,,,,,,,,,,,
,,,,,,fr,Dépasse ta Souffrance,Paris Centre Chrétien,Entre dans une nouvelle dimension de maturité en gagnant sur l’offense et en avançant plus fort dans la vie et dans tes relations! Pardonne et libère ! L’offense n'aura plus aucune emprise sur toi !,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35083%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/fr/reading-plans/35083-depasse-ta-souffrance,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
